Loading the SAME held-out split used by every other model in this benchmark...
Held-out test set: 332 images

Loading Gemma via the real production build_classifier_loader() path, flat-8 prompt, output_scores enabled...
Loaded.

[1/332] OK   gt=dense_tabular_rows   pred=dense_tabular_rows   margin=18.09
[2/332] OK   gt=dense_tabular_rows   pred=dense_tabular_rows   margin=17.05
[3/332] OK   gt=dense_tabular_rows   pred=dense_tabular_rows   margin=19.01
[4/332] OK   gt=dense_tabular_rows   pred=dense_tabular_rows   margin=16.53
[5/332] OK   gt=dense_tabular_rows   pred=dense_tabular_rows   margin=19.51
[6/332] OK   gt=dense_tabular_rows   pred=dense_tabular_rows   margin=15.47
[7/332] OK   gt=dense_tabular_rows   pred=dense_tabular_rows   margin=19.85
[8/332] OK   gt=dense_tabular_rows   pred=dense_tabular_rows   margin=18.91
[9/332] OK   gt=dense_tabular_rows   pred=dense_tabular_rows   margin=19.80
[10/332] OK   gt=dense_tabular_rows   pred=dense_tabular_rows   margin=8.31
[11/332] OK   gt=dense_tabular_rows   pred=dense_tabular_rows   margin=18.28
[12/332] OK   gt=dense_tabular_rows   pred=dense_tabular_rows   margin=19.86
[13/332] OK   gt=dense_tabular_rows   pred=dense_tabular_rows   margin=17.28
[14/332] OK   gt=dense_tabular_rows   pred=dense_tabular_rows   margin=17.95
[15/332] OK   gt=dense_tabular_rows   pred=dense_tabular_rows   margin=16.25
[16/332] OK   gt=dense_tabular_rows   pred=dense_tabular_rows   margin=19.56
[17/332] OK   gt=dense_tabular_rows   pred=dense_tabular_rows   margin=19.44
[18/332] OK   gt=dense_tabular_rows   pred=dense_tabular_rows   margin=19.92
[19/332] OK   gt=dense_tabular_rows   pred=dense_tabular_rows   margin=20.04
[20/332] OK   gt=dense_tabular_rows   pred=dense_tabular_rows   margin=9.03
[21/332] OK   gt=dense_tabular_rows   pred=dense_tabular_rows   margin=19.94
[22/332] OK   gt=dense_tabular_rows   pred=dense_tabular_rows   margin=17.00
[23/332] OK   gt=dense_tabular_rows   pred=dense_tabular_rows   margin=17.97
[24/332] OK   gt=dense_tabular_rows   pred=dense_tabular_rows   margin=18.09
[25/332] OK   gt=dense_tabular_rows   pred=dense_tabular_rows   margin=18.52
[26/332] OK   gt=dense_tabular_rows   pred=dense_tabular_rows   margin=18.52
[27/332] OK   gt=dense_tabular_rows   pred=dense_tabular_rows   margin=19.93
[28/332] OK   gt=dense_tabular_rows   pred=dense_tabular_rows   margin=11.44
[29/332] OK   gt=dense_tabular_rows   pred=dense_tabular_rows   margin=19.19
[30/332] OK   gt=dense_tabular_rows   pred=dense_tabular_rows   margin=18.28
[31/332] OK   gt=dense_tabular_rows   pred=dense_tabular_rows   margin=19.71
[32/332] OK   gt=dense_tabular_rows   pred=dense_tabular_rows   margin=19.81
[33/332] OK   gt=dense_tabular_rows   pred=dense_tabular_rows   margin=18.64
[34/332] OK   gt=dense_tabular_rows   pred=dense_tabular_rows   margin=19.98
[35/332] OK   gt=dense_tabular_rows   pred=dense_tabular_rows   margin=20.09
[36/332] OK   gt=dense_tabular_rows   pred=dense_tabular_rows   margin=18.28
[37/332] OK   gt=dense_tabular_rows   pred=dense_tabular_rows   margin=18.44
[38/332] OK   gt=dense_tabular_rows   pred=dense_tabular_rows   margin=18.84
[39/332] OK   gt=dense_tabular_rows   pred=dense_tabular_rows   margin=16.59
[40/332] OK   gt=dense_tabular_rows   pred=dense_tabular_rows   margin=17.55
[41/332] OK   gt=dense_tabular_rows   pred=dense_tabular_rows   margin=19.31
[42/332] OK   gt=dense_tabular_rows   pred=dense_tabular_rows   margin=17.30
[43/332] OK   gt=dense_tabular_rows   pred=dense_tabular_rows   margin=3.75
[44/332] OK   gt=dense_tabular_rows   pred=dense_tabular_rows   margin=16.56
[45/332] OK   gt=dense_tabular_rows   pred=dense_tabular_rows   margin=17.17
[46/332] OK   gt=dense_tabular_rows   pred=dense_tabular_rows   margin=18.66
[47/332] OK   gt=dense_tabular_rows   pred=dense_tabular_rows   margin=17.66
[48/332] OK   gt=dense_tabular_rows   pred=dense_tabular_rows   margin=17.11
[49/332] OK   gt=dense_tabular_rows   pred=dense_tabular_rows   margin=18.45
[50/332] OK   gt=dense_tabular_rows   pred=dense_tabular_rows   margin=18.03
[51/332] OK   gt=dense_tabular_rows   pred=dense_tabular_rows   margin=12.38
[52/332] OK   gt=dense_tabular_rows   pred=dense_tabular_rows   margin=18.20
[53/332] OK   gt=dense_tabular_rows   pred=dense_tabular_rows   margin=16.12
[54/332] OK   gt=dense_tabular_rows   pred=dense_tabular_rows   margin=19.12
[55/332] OK   gt=dense_tabular_rows   pred=dense_tabular_rows   margin=19.05
[56/332] OK   gt=dense_tabular_rows   pred=dense_tabular_rows   margin=17.92
[57/332] OK   gt=dense_tabular_rows   pred=dense_tabular_rows   margin=19.67
[58/332] OK   gt=dense_tabular_rows   pred=dense_tabular_rows   margin=19.91
[59/332] OK   gt=dense_tabular_rows   pred=dense_tabular_rows   margin=16.27
[60/332] OK   gt=dense_tabular_rows   pred=dense_tabular_rows   margin=7.50
[61/332] OK   gt=dense_tabular_rows   pred=dense_tabular_rows   margin=19.06
[62/332] OK   gt=dense_tabular_rows   pred=dense_tabular_rows   margin=18.97
[63/332] OK   gt=dense_tabular_rows   pred=dense_tabular_rows   margin=16.53
[64/332] OK   gt=dense_tabular_rows   pred=dense_tabular_rows   margin=16.70
[65/332] OK   gt=dense_tabular_rows   pred=dense_tabular_rows   margin=14.81
[66/332] OK   gt=dense_tabular_rows   pred=dense_tabular_rows   margin=18.81
[67/332] OK   gt=dense_tabular_rows   pred=dense_tabular_rows   margin=0.75
[68/332] OK   gt=dense_tabular_rows   pred=dense_tabular_rows   margin=15.77
[69/332] OK   gt=dense_tabular_rows   pred=dense_tabular_rows   margin=18.98
[70/332] OK   gt=dense_tabular_rows   pred=dense_tabular_rows   margin=19.75
[71/332] OK   gt=dense_tabular_rows   pred=dense_tabular_rows   margin=19.98
[72/332] OK   gt=dense_tabular_rows   pred=dense_tabular_rows   margin=16.88
[73/332] OK   gt=dense_tabular_rows   pred=dense_tabular_rows   margin=20.30
[74/332] OK   gt=dense_tabular_rows   pred=dense_tabular_rows   margin=13.94
[75/332] OK   gt=dense_tabular_rows   pred=dense_tabular_rows   margin=18.78
[76/332] OK   gt=dense_tabular_rows   pred=dense_tabular_rows   margin=19.42
[77/332] OK   gt=dense_tabular_rows   pred=dense_tabular_rows   margin=18.78
[78/332] OK   gt=dense_tabular_rows   pred=dense_tabular_rows   margin=17.59
[79/332] OK   gt=dense_tabular_rows   pred=dense_tabular_rows   margin=16.81
[80/332] OK   gt=dense_tabular_rows   pred=dense_tabular_rows   margin=16.48
[81/332] OK   gt=dense_tabular_rows   pred=dense_tabular_rows   margin=18.66
[82/332] OK   gt=dense_tabular_rows   pred=dense_tabular_rows   margin=19.80
[83/332] OK   gt=dense_tabular_rows   pred=dense_tabular_rows   margin=18.84
[84/332] OK   gt=dense_tabular_rows   pred=dense_tabular_rows   margin=18.75
[85/332] WRONG gt=dense_tabular_rows   pred=website_screenshot   margin=2.00
[86/332] OK   gt=dense_tabular_rows   pred=dense_tabular_rows   margin=18.78
[87/332] OK   gt=dense_tabular_rows   pred=dense_tabular_rows   margin=18.80
[88/332] OK   gt=dense_tabular_rows   pred=dense_tabular_rows   margin=16.58
[89/332] OK   gt=dense_tabular_rows   pred=dense_tabular_rows   margin=16.22
[90/332] OK   gt=dense_tabular_rows   pred=dense_tabular_rows   margin=20.10
[91/332] OK   gt=dense_tabular_rows   pred=dense_tabular_rows   margin=20.72
[92/332] OK   gt=dense_tabular_rows   pred=dense_tabular_rows   margin=17.31
[93/332] OK   gt=dense_tabular_rows   pred=dense_tabular_rows   margin=20.11
[94/332] OK   gt=dense_tabular_rows   pred=dense_tabular_rows   margin=18.02
[95/332] OK   gt=dense_tabular_rows   pred=dense_tabular_rows   margin=15.38
[96/332] OK   gt=dense_tabular_rows   pred=dense_tabular_rows   margin=17.90
[97/332] OK   gt=dense_tabular_rows   pred=dense_tabular_rows   margin=17.78
[98/332] OK   gt=genealogy_chart      pred=genealogy_chart      margin=19.50
[99/332] WRONG gt=handwritten_ledger   pred=map_land_record      margin=4.25
[100/332] OK   gt=handwritten_ledger   pred=handwritten_ledger   margin=7.50
[101/332] WRONG gt=handwritten_ledger   pred=map_land_record      margin=3.12
[102/332] WRONG gt=handwritten_ledger   pred=map_land_record      margin=1.00
[103/332] OK   gt=map_land_record      pred=map_land_record      margin=18.22
[104/332] OK   gt=map_land_record      pred=map_land_record      margin=4.25
[105/332] OK   gt=map_land_record      pred=map_land_record      margin=18.56
[106/332] OK   gt=map_land_record      pred=map_land_record      margin=14.91
[107/332] OK   gt=map_land_record      pred=map_land_record      margin=8.12
[108/332] OK   gt=map_land_record      pred=map_land_record      margin=22.59
[109/332] OK   gt=map_land_record      pred=map_land_record      margin=18.94
[110/332] OK   gt=map_land_record      pred=map_land_record      margin=21.94
[111/332] OK   gt=map_land_record      pred=map_land_record      margin=18.69
[112/332] OK   gt=map_land_record      pred=map_land_record      margin=16.59
[113/332] OK   gt=map_land_record      pred=map_land_record      margin=14.22
[114/332] OK   gt=map_land_record      pred=map_land_record      margin=22.00
[115/332] OK   gt=map_land_record      pred=map_land_record      margin=23.81
[116/332] OK   gt=map_land_record      pred=map_land_record      margin=21.31
[117/332] WRONG gt=mixed_text_image     pred=printed_document     margin=1.12
[118/332] OK   gt=mixed_text_image     pred=mixed_text_image     margin=7.25
[119/332] OK   gt=mixed_text_image     pred=mixed_text_image     margin=7.12
[120/332] WRONG gt=portrait_photo       pred=mixed_text_image     margin=4.25
[121/332] OK   gt=portrait_photo       pred=portrait_photo       margin=4.00
[122/332] OK   gt=portrait_photo       pred=portrait_photo       margin=7.50
[123/332] WRONG gt=portrait_photo       pred=mixed_text_image     margin=0.62
[124/332] OK   gt=portrait_photo       pred=portrait_photo       margin=3.38
[125/332] WRONG gt=portrait_photo       pred=mixed_text_image     margin=1.75
[126/332] OK   gt=portrait_photo       pred=portrait_photo       margin=17.47
[127/332] OK   gt=portrait_photo       pred=portrait_photo       margin=3.62
[128/332] OK   gt=portrait_photo       pred=portrait_photo       margin=3.25
[129/332] OK   gt=portrait_photo       pred=portrait_photo       margin=23.62
[130/332] OK   gt=portrait_photo       pred=portrait_photo       margin=11.00
[131/332] OK   gt=portrait_photo       pred=portrait_photo       margin=16.94
[132/332] OK   gt=printed_document     pred=printed_document     margin=22.56
[133/332] OK   gt=printed_document     pred=printed_document     margin=22.75
[134/332] OK   gt=printed_document     pred=printed_document     margin=22.31
[135/332] OK   gt=printed_document     pred=printed_document     margin=25.00
[136/332] OK   gt=printed_document     pred=printed_document     margin=21.56
[137/332] OK   gt=printed_document     pred=printed_document     margin=21.75
[138/332] OK   gt=printed_document     pred=printed_document     margin=16.75
[139/332] OK   gt=printed_document     pred=printed_document     margin=14.97
[140/332] OK   gt=printed_document     pred=printed_document     margin=18.25
[141/332] OK   gt=printed_document     pred=printed_document     margin=18.69
[142/332] OK   gt=printed_document     pred=printed_document     margin=17.84
[143/332] OK   gt=printed_document     pred=printed_document     margin=17.59
[144/332] OK   gt=printed_document     pred=printed_document     margin=19.12
[145/332] OK   gt=printed_document     pred=printed_document     margin=21.44
[146/332] OK   gt=printed_document     pred=printed_document     margin=20.88
[147/332] OK   gt=printed_document     pred=printed_document     margin=23.47
[148/332] WRONG gt=printed_document     pred=dense_tabular_rows   margin=0.38
[149/332] OK   gt=printed_document     pred=printed_document     margin=20.31
[150/332] OK   gt=printed_document     pred=printed_document     margin=20.84
[151/332] OK   gt=printed_document     pred=printed_document     margin=23.59
[152/332] OK   gt=printed_document     pred=printed_document     margin=20.88
[153/332] OK   gt=printed_document     pred=printed_document     margin=21.88
[154/332] OK   gt=printed_document     pred=printed_document     margin=23.81
[155/332] WRONG gt=printed_document     pred=mixed_text_image     margin=3.38
[156/332] OK   gt=printed_document     pred=printed_document     margin=21.06
[157/332] OK   gt=printed_document     pred=printed_document     margin=22.22
[158/332] OK   gt=printed_document     pred=printed_document     margin=19.50
[159/332] OK   gt=printed_document     pred=printed_document     margin=20.25
[160/332] OK   gt=printed_document     pred=printed_document     margin=21.19
[161/332] WRONG gt=printed_document     pred=dense_tabular_rows   margin=0.38
[162/332] OK   gt=printed_document     pred=printed_document     margin=8.00
[163/332] OK   gt=printed_document     pred=printed_document     margin=19.94
[164/332] WRONG gt=printed_document     pred=dense_tabular_rows   margin=0.25
[165/332] OK   gt=printed_document     pred=printed_document     margin=11.25
[166/332] OK   gt=printed_document     pred=printed_document     margin=14.34
[167/332] OK   gt=printed_document     pred=printed_document     margin=18.06
[168/332] WRONG gt=printed_document     pred=map_land_record      margin=3.88
[169/332] OK   gt=printed_document     pred=printed_document     margin=20.94
[170/332] WRONG gt=printed_document     pred=handwritten_ledger   margin=0.38
[171/332] OK   gt=printed_document     pred=printed_document     margin=19.56
[172/332] OK   gt=printed_document     pred=printed_document     margin=22.25
[173/332] OK   gt=printed_document     pred=printed_document     margin=20.69
[174/332] OK   gt=printed_document     pred=printed_document     margin=19.88
[175/332] OK   gt=printed_document     pred=printed_document     margin=24.00
[176/332] OK   gt=printed_document     pred=printed_document     margin=17.25
[177/332] OK   gt=printed_document     pred=printed_document     margin=19.62
[178/332] OK   gt=printed_document     pred=printed_document     margin=19.25
[179/332] WRONG gt=printed_document     pred=dense_tabular_rows   margin=1.62
[180/332] OK   gt=printed_document     pred=printed_document     margin=10.75
[181/332] OK   gt=printed_document     pred=printed_document     margin=24.06
[182/332] OK   gt=printed_document     pred=printed_document     margin=23.22
[183/332] OK   gt=printed_document     pred=printed_document     margin=8.75
[184/332] OK   gt=printed_document     pred=printed_document     margin=22.94
[185/332] OK   gt=printed_document     pred=printed_document     margin=25.34
[186/332] OK   gt=printed_document     pred=printed_document     margin=18.25
[187/332] OK   gt=printed_document     pred=printed_document     margin=20.81
[188/332] OK   gt=printed_document     pred=printed_document     margin=20.44
[189/332] OK   gt=printed_document     pred=printed_document     margin=22.81
[190/332] OK   gt=printed_document     pred=printed_document     margin=21.69
[191/332] OK   gt=printed_document     pred=printed_document     margin=21.56
[192/332] OK   gt=printed_document     pred=printed_document     margin=24.44
[193/332] OK   gt=printed_document     pred=printed_document     margin=15.88
[194/332] OK   gt=printed_document     pred=printed_document     margin=21.00
[195/332] OK   gt=printed_document     pred=printed_document     margin=17.12
[196/332] OK   gt=printed_document     pred=printed_document     margin=23.12
[197/332] OK   gt=printed_document     pred=printed_document     margin=22.22
[198/332] OK   gt=printed_document     pred=printed_document     margin=20.94
[199/332] OK   gt=printed_document     pred=printed_document     margin=22.50
[200/332] OK   gt=printed_document     pred=printed_document     margin=24.06
[201/332] OK   gt=printed_document     pred=printed_document     margin=8.88
[202/332] OK   gt=printed_document     pred=printed_document     margin=22.09
[203/332] OK   gt=printed_document     pred=printed_document     margin=15.99
[204/332] OK   gt=printed_document     pred=printed_document     margin=22.44
[205/332] OK   gt=printed_document     pred=printed_document     margin=19.62
[206/332] OK   gt=printed_document     pred=printed_document     margin=19.88
[207/332] OK   gt=printed_document     pred=printed_document     margin=21.62
[208/332] OK   gt=printed_document     pred=printed_document     margin=20.06
[209/332] OK   gt=printed_document     pred=printed_document     margin=24.12
[210/332] OK   gt=printed_document     pred=printed_document     margin=20.16
[211/332] OK   gt=printed_document     pred=printed_document     margin=23.06
[212/332] OK   gt=printed_document     pred=printed_document     margin=20.44
[213/332] OK   gt=printed_document     pred=printed_document     margin=20.69
[214/332] OK   gt=printed_document     pred=printed_document     margin=18.75
[215/332] OK   gt=printed_document     pred=printed_document     margin=21.00
[216/332] OK   gt=printed_document     pred=printed_document     margin=23.06
[217/332] OK   gt=printed_document     pred=printed_document     margin=18.75
[218/332] OK   gt=printed_document     pred=printed_document     margin=21.81
[219/332] OK   gt=printed_document     pred=printed_document     margin=21.38
[220/332] OK   gt=printed_document     pred=printed_document     margin=20.44
[221/332] OK   gt=printed_document     pred=printed_document     margin=24.12
[222/332] OK   gt=printed_document     pred=printed_document     margin=21.44
[223/332] OK   gt=printed_document     pred=printed_document     margin=22.03
[224/332] OK   gt=printed_document     pred=printed_document     margin=22.75
[225/332] OK   gt=printed_document     pred=printed_document     margin=24.03
[226/332] OK   gt=printed_document     pred=printed_document     margin=17.77
[227/332] OK   gt=printed_document     pred=printed_document     margin=3.00
[228/332] OK   gt=printed_document     pred=printed_document     margin=21.00
[229/332] OK   gt=printed_document     pred=printed_document     margin=22.44
[230/332] OK   gt=printed_document     pred=printed_document     margin=20.69
[231/332] OK   gt=printed_document     pred=printed_document     margin=20.75
[232/332] OK   gt=printed_document     pred=printed_document     margin=16.53
[233/332] OK   gt=printed_document     pred=printed_document     margin=20.88
[234/332] OK   gt=printed_document     pred=printed_document     margin=18.38
[235/332] OK   gt=printed_document     pred=printed_document     margin=16.12
[236/332] OK   gt=printed_document     pred=printed_document     margin=19.81
[237/332] OK   gt=printed_document     pred=printed_document     margin=10.34
[238/332] OK   gt=printed_document     pred=printed_document     margin=14.46
[239/332] OK   gt=printed_document     pred=printed_document     margin=18.75
[240/332] OK   gt=printed_document     pred=printed_document     margin=16.50
[241/332] OK   gt=printed_document     pred=printed_document     margin=21.38
[242/332] OK   gt=printed_document     pred=printed_document     margin=4.38
[243/332] OK   gt=printed_document     pred=printed_document     margin=23.88
[244/332] OK   gt=printed_document     pred=printed_document     margin=14.19
[245/332] OK   gt=printed_document     pred=printed_document     margin=18.38
[246/332] OK   gt=printed_document     pred=printed_document     margin=22.31
[247/332] OK   gt=printed_document     pred=printed_document     margin=21.12
[248/332] OK   gt=printed_document     pred=printed_document     margin=19.88
[249/332] OK   gt=printed_document     pred=printed_document     margin=18.69
[250/332] WRONG gt=printed_document     pred=mixed_text_image     margin=1.75
[251/332] OK   gt=printed_document     pred=printed_document     margin=22.56
[252/332] OK   gt=printed_document     pred=printed_document     margin=22.69
[253/332] OK   gt=printed_document     pred=printed_document     margin=13.97
[254/332] OK   gt=printed_document     pred=printed_document     margin=22.50
[255/332] OK   gt=printed_document     pred=printed_document     margin=19.88
[256/332] OK   gt=printed_document     pred=printed_document     margin=22.06
[257/332] OK   gt=printed_document     pred=printed_document     margin=17.34
[258/332] OK   gt=printed_document     pred=printed_document     margin=20.19
[259/332] OK   gt=printed_document     pred=printed_document     margin=10.00
[260/332] OK   gt=printed_document     pred=printed_document     margin=22.25
[261/332] OK   gt=printed_document     pred=printed_document     margin=3.00
[262/332] OK   gt=printed_document     pred=printed_document     margin=23.31
