file_path,category,confidence,text_density,handwriting,table_layout,faces,map_like,reason,model,prompt_version
J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-05-27 020101.png,mixed_text_image,0.98,0.6,False,False,True,False,The image contains substantial printed text alongside a large portrait photograph of a person.,gemma,v1
J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-05-27 020118.png,mixed_text_image,0.95,0.4,False,False,False,False,The image contains substantial text alongside photographic illustrations of landscapes.,gemma,v1
J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-05-27 020204.png,mixed_text_image,0.98,0.4,False,False,True,False,The image contains a portrait photograph combined with substantial printed prose text.,gemma,v1
J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-05-03 194506.png,mixed_text_image,0.95,0.4,False,False,False,False,"The image contains a photograph accompanied by substantial surrounding text, fitting the mixed text image classification.",gemma,v1
J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-05-26 230214.png,mixed_text_image,0.95,0.4,False,False,False,False,"The image contains a photograph accompanied by substantial prose text, fitting the mixed text image classification.",gemma,v1
J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-05-27 195649.png,mixed_text_image,0.95,0.3,False,False,False,False,"The image is a photograph of an interior space with accompanying text labels, fitting the mixed text and photograph description.",gemma,v1
J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-05-28 031910.png,mixed_text_image,0.95,0.4,False,False,False,False,The image contains a photograph of a building combined with accompanying descriptive text.,gemma,v1
J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-05-28 032231.png,mixed_text_image,0.95,0.4,False,False,False,False,The image contains substantial text information alongside a photograph of a storefront.,gemma,v1
J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-05-29 012451.png,mixed_text_image,0.95,0.4,False,False,False,False,The image contains a photograph of a building accompanied by surrounding printed text.,gemma,v1
J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-05-30 125121.png,mixed_text_image,0.95,0.6,False,False,True,False,The image contains substantial printed text alongside a portrait photograph of individuals.,gemma,v1
J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-05-30 155250.png,mixed_text_image,0.95,0.4,False,False,False,False,"The image contains a photograph with accompanying descriptive text, fitting the mixed text image classification.",gemma,v1
J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-05-30 155324.png,mixed_text_image,0.95,0.4,False,False,False,False,The image contains a photograph of a storefront combined with accompanying descriptive text.,gemma,v1
J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-05-30 162539.png,mixed_text_image,0.95,0.4,False,False,False,False,The image contains substantial printed text alongside a photograph of people in an outdoor setting.,gemma,v1
J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-05-30 164626.png,mixed_text_image,0.98,0.4,False,False,False,False,"The image contains substantial printed text alongside a photograph of people, fitting the mixed_text_image classification.",gemma,v1
J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-06-02 181442.png,mixed_text_image,0.95,0.4,False,False,False,False,The image contains a photograph of a monument combined with accompanying text.,gemma,v1
J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-06-02 183031.png,mixed_text_image,0.95,0.3,False,False,False,False,The image contains a photograph of a cemetery with accompanying textual information from a webpage.,gemma,v1
J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-06-02 184713.png,mixed_text_image,0.95,0.4,False,False,False,False,The image contains a photograph of a building combined with surrounding text information.,gemma,v1
J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-06-02 185722.png,mixed_text_image,0.95,0.4,False,False,True,False,The image contains a photograph of a building accompanied by surrounding text.,gemma,v1
J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-06-02 185951.png,mixed_text_image,0.95,0.4,False,False,True,False,The image contains a photograph of a building accompanied by descriptive text.,gemma,v1
J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-06-05 195230.png,mixed_text_image,0.95,0.4,False,False,True,False,The image contains a photograph of people alongside substantial accompanying text.,gemma,v1
J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-06-05 200630.png,mixed_text_image,0.95,0.4,False,False,True,False,The image contains substantial text alongside a photograph of a group of people.,gemma,v1
J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-06-05 203032.png,mixed_text_image,0.95,0.4,False,False,True,False,The image contains substantial printed text alongside a photograph of a group of people.,gemma,v1
J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-06-05 214421.png,mixed_text_image,0.95,0.4,False,False,True,False,The image contains a photograph accompanied by substantial printed text describing individuals and events.,gemma,v1
J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-06-05 220110.png,mixed_text_image,0.95,0.4,False,False,False,False,"The image contains substantial printed text alongside a single portrait photograph, fitting the mixed_text_image classification.",gemma,v1
