bucket,file_path,category,reason
dense_tabular_rows,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-05-06 223315.png,dense_tabular_rows,"The document displays structured data fields for an individual, characteristic of a passenger manifest row."
dense_tabular_rows,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-05-06 225756.png,dense_tabular_rows,"The document appears to be a passenger list, which is characterized by repeated rows of similar data for many individuals."
dense_tabular_rows,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-05-06 230654.png,dense_tabular_rows,"The document displays structured data in a list format, characteristic of a passenger manifest."
dense_tabular_rows,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-05-07 000053.png,dense_tabular_rows,"The document displays structured, repeated rows of personal information typical of a passenger manifest."
dense_tabular_rows,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-05-27 213043.png,dense_tabular_rows,"The image displays multiple repeated rows of personal data structured in a fixed column layout, characteristic of a census page."
dense_tabular_rows,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-05-28 220311.png,dense_tabular_rows,"The image displays structured data in a format consistent with a passenger manifest, characterized by repeated rows of information."
dense_tabular_rows,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-05-28 223238.png,dense_tabular_rows,"The image displays structured passenger list data, which fits the definition of dense tabular rows."
dense_tabular_rows,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-06-06 185405.png,dense_tabular_rows,The image displays structured data in a repeating row format typical of census or voter lists.
dense_tabular_rows,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-06-07 214143.png,dense_tabular_rows,"The image displays a list structure with repeated rows detailing individuals, characteristic of a census page."
dense_tabular_rows,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-06-09 080234.png,dense_tabular_rows,The image displays a structured list format typical of a passenger manifest with multiple distinct entries.
dense_tabular_rows,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-06-13 120121.png,dense_tabular_rows,The image displays a census entry structure with multiple distinct rows detailing different individuals.
dense_tabular_rows,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-06-13 151707.png,dense_tabular_rows,"The document presents structured, repeated rows of biographical data for a single individual, fitting the dense tabular rows definition."
dense_tabular_rows,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-06-13 155447.png,dense_tabular_rows,"The image displays structured rows of data typical of a census record, indicating many repeated entries."
dense_tabular_rows,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-06-13 155759.png,dense_tabular_rows,"The document presents structured data in a list format, characteristic of census records with repeated row structures."
dense_tabular_rows,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-06-13 174355.png,dense_tabular_rows,The image displays structured data in a repeating row format typical of a census record.
dense_tabular_rows,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-06-17 005912.png,dense_tabular_rows,"The document presents structured data in a list format, suggesting many repeated rows of information."
dense_tabular_rows,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-06-18 195647.png,dense_tabular_rows,"The image displays multiple distinct entries structured in repeated columns, characteristic of census records."
printed_document,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-05-09 022738.png,printed_document,"This is a single-entity form with a handful of one-time labeled fields, characteristic of a printed document like a marriage record."
printed_document,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-05-26 081931.png,printed_document,The document appears to be a single-entity record with labeled fields rather than repeated rows of data.
printed_document,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-05-27 001720.png,printed_document,The image consists of typed prose forming an article or legal text without repeating tabular data.
printed_document,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-05-27 075155.png,printed_document,The document presents a single record with labeled fields rather than repeating tabular data.
printed_document,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-05-27 075228.png,printed_document,The document presents a handful of facts about one entity rather than repeating similar rows of data.
printed_document,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-05-27 075248.png,printed_document,The document presents a single record with labeled fields rather than repeating tabular data.
printed_document,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-05-27 075308.png,printed_document,"The document presents a handful of facts about one entity using labeled fields, fitting the description of a single-entity form."
printed_document,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-05-27 075328.png,printed_document,The document presents a handful of facts about an individual rather than repeating similar rows of data.
printed_document,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-05-27 075348.png,printed_document,The document presents a handful of facts about one entity rather than repeating similar rows of data.
printed_document,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-05-27 075404.png,printed_document,"This document presents a handful of facts about one entity using labeled fields, fitting the definition of a single-entity form."
printed_document,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-05-27 211850.png,printed_document,"The image displays a navigation path, which is a form of typed prose structure rather than a repeating tabular or complex visual layout."
printed_document,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-05-27 225956.png,printed_document,The document presents a handful of facts about an individual using a single-entity form structure.
printed_document,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-05-28 004045.png,printed_document,"The document is a bibliographic entry with a handful of facts about a publication, not a repeating tabular structure."
printed_document,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-05-28 014735.png,printed_document,The document presents a handful of facts about one entity rather than repeating similar rows of data.
printed_document,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-05-29 010312.png,printed_document,"The image consists primarily of typed prose and headings, fitting the description of printed text."
printed_document,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-06-01 230451.png,printed_document,The image displays structured metadata and titles typical of a printed report rather than repeating tabular data.
printed_document,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-06-01 230607.png,printed_document,"The document presents metadata in a structured, non-repeating list format typical of a reference entry."
printed_document,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-06-01 231351.png,printed_document,The document presents descriptive text and single-entity record information rather than repeating tabular data.
printed_document,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-06-03 013357.png,printed_document,The document appears to be a typed record or certificate with a handful of labeled fields rather than repeated tabular data.
printed_document,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-06-03 231620.png,printed_document,"The image displays a typed certificate, which is a single-entity form with labeled fields, fitting the printed_document classification."
printed_document,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-06-03 232553.png,printed_document,The document presents a single-entity record with labeled fields rather than repeating tabular data.
printed_document,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-06-04 202712.png,printed_document,The image displays structured record entries that appear to be single-entity records rather than repeating tabular data.
printed_document,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-06-04 205919.png,printed_document,The document presents a handful of labeled fields about a single item rather than repeating rows of data.
printed_document,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-06-04 222447.png,printed_document,"The document consists of descriptive text and metadata fields, fitting the structure of a single-entity record rather than repeated tabular data."
printed_document,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-06-04 222644.png,printed_document,"The document consists of descriptive text and metadata fields, fitting the structure of a printed document."
printed_document,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-06-05 081257.png,printed_document,The document presents a single-entity record with labeled fields rather than repeating tabular data.
printed_document,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-06-06 155858.png,printed_document,The document consists of descriptive text entries rather than repeating tabular data or a single photograph.
printed_document,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-06-06 160350.png,printed_document,The document appears to be a record with a handful of labeled fields rather than many repeated rows.
printed_document,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-06-06 161556.png,printed_document,"The document consists of structured metadata fields describing an item, which is characteristic of a printed record."
printed_document,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-06-06 161840.png,printed_document,"The image consists of a list of item details with distinct entries, fitting the description of typed prose or a list of single-entity records."
printed_document,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-06-06 161908.png,printed_document,The document presents metadata fields about an item rather than repeating tabular data or being a single photograph.
printed_document,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-06-06 162027.png,printed_document,The document presents descriptive text and metadata about an item rather than a repeating tabular structure or a single photograph.
printed_document,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-06-06 180830.png,printed_document,"The document consists of descriptive text and metadata about a file, fitting the description of printed prose."
printed_document,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-06-06 181012.png,printed_document,The image displays text entries that appear to be records rather than repeating tabular data for many individuals.
printed_document,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-06-07 162230.png,printed_document,"The input consists of a numbered list of archival references, which is structured prose rather than a repeating tabular form."
printed_document,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-06-07 175824.png,printed_document,The document presents a handful of facts about one entity rather than repeating the same columns for many different people.
printed_document,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-06-07 190746.png,printed_document,The document presents a handful of facts about an item rather than repeating the same structure for many different entries.
printed_document,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-06-07 190756.png,printed_document,The document presents a set of descriptive fields about an item rather than repeating data across many rows.
printed_document,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-06-07 195805.png,printed_document,"The input consists of a list of distinct, single-entity records with title, date, and format, which fits the definition of printed documents."
printed_document,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-06-07 200546.png,printed_document,The document consists of structured text sections describing an archival record rather than repeating tabular data.
printed_document,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-06-07 200902.png,printed_document,"The document consists of structured metadata fields describing a single item, fitting the description of printed prose or a single-entity form."
