bucket,file_path,category,reason
dense_tabular_rows,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-05-05 073621.png,dense_tabular_rows,"The image displays many repeated rows with a fixed column structure, characteristic of a passenger manifest or census page."
dense_tabular_rows,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-05-05 073641.png,dense_tabular_rows,"The image displays numerous repeating rows with a fixed column structure, characteristic of a manifest or census page."
dense_tabular_rows,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-05-05 073655.png,dense_tabular_rows,"The image displays numerous repeated rows with a fixed column structure, characteristic of a manifest or census page."
dense_tabular_rows,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-05-05 073940.png,dense_tabular_rows,"The image displays many repeated rows with a fixed column structure, characteristic of a census page or passenger manifest."
dense_tabular_rows,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-05-05 222745.png,dense_tabular_rows,The image displays a structured layout with multiple entries suggesting a repeating row format typical of a manifest or census page.
dense_tabular_rows,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-05-05 222814.png,dense_tabular_rows,"The image displays numerous repeating rows with structured columns, characteristic of a passenger manifest or census page."
dense_tabular_rows,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-05-05 223017.png,dense_tabular_rows,"The image displays multiple lines of handwritten entries arranged in a columnar format, characteristic of a manifest or census page."
dense_tabular_rows,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-05-06 015126.png,dense_tabular_rows,"The image displays many repeated rows with a fixed column structure, characteristic of a census or manifest."
dense_tabular_rows,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-05-06 015442.png,dense_tabular_rows,"The image displays multiple repeating rows with a fixed column structure, characteristic of a passenger manifest."
dense_tabular_rows,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-05-06 015510.png,dense_tabular_rows,"The image displays many repeated rows with a fixed set of columns, characteristic of a census page or manifest."
dense_tabular_rows,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-05-06 015737.png,dense_tabular_rows,"The image displays multiple rows of structured entries, characteristic of a passenger manifest or census page."
dense_tabular_rows,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-05-06 015800.png,dense_tabular_rows,"The image displays multiple rows of structured entries, characteristic of a passenger manifest or census page."
dense_tabular_rows,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-05-06 015912.png,dense_tabular_rows,"The image displays a structure with multiple distinct entries arranged in columns, suggesting a repeating tabular format."
dense_tabular_rows,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-05-06 015953.png,dense_tabular_rows,"The image displays multiple sequential entries in a fixed column layout, characteristic of a passenger manifest or census page."
dense_tabular_rows,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-05-06 020247.png,dense_tabular_rows,"The image displays multiple rows of data in a fixed column layout, characteristic of a passenger manifest or census page."
dense_tabular_rows,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-05-06 020336.png,dense_tabular_rows,"The image displays multiple repeating rows with a fixed column structure, characteristic of a passenger manifest or census page."
dense_tabular_rows,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-05-05 204934.png,dense_tabular_rows,"The image displays multiple rows of data organized into fixed columns, characteristic of a dense tabular record."
dense_tabular_rows,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-05-05 205152.png,dense_tabular_rows,"The image displays a list of entries structured in repeated columns, characteristic of a dense tabular record."
dense_tabular_rows,J:\Genealogy\genealogy_pipeline\data\working\e078_e001946617.jpg,dense_tabular_rows,"The image displays numerous repeated rows of data structured in a fixed column layout, characteristic of a passenger manifest."
dense_tabular_rows,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-05-06 210741.png,dense_tabular_rows,"The image displays many repeated rows with a fixed column structure, characteristic of a passenger manifest or census page."
dense_tabular_rows,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-05-06 211346.png,dense_tabular_rows,"The image displays a structured list of multiple passengers, indicating a repetitive tabular format typical of a passenger manifest."
dense_tabular_rows,J:\Genealogy\genealogy_pipeline\data\working\e003558130(1).jpg,dense_tabular_rows,"The document consists of many repeated rows, each detailing information for a different individual in a fixed column layout."
dense_tabular_rows,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-05-03 132747.png,dense_tabular_rows,"The document presents structured data in repeating rows, characteristic of a census page or manifest."
dense_tabular_rows,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-05-06 213833.png,dense_tabular_rows,"The document displays multiple rows of repeated, structured data typical of a census record."
dense_tabular_rows,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-05-08 074917.png,dense_tabular_rows,"The document displays structured, repeated rows of personal data typical of a census record."
dense_tabular_rows,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-05-08 082655.png,dense_tabular_rows,"The image displays multiple rows of structured data, characteristic of a passenger manifest or census page."
dense_tabular_rows,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-05-08 194613.png,dense_tabular_rows,"The document displays multiple repeated rows with a fixed column structure, characteristic of a passenger manifest."
dense_tabular_rows,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-05-08 200036.png,dense_tabular_rows,"The image displays multiple rows of structured data, characteristic of a register or list."
dense_tabular_rows,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-05-08 202314.png,dense_tabular_rows,"The document displays structured data in a fixed column layout, characteristic of a census record."
dense_tabular_rows,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-05-09 023135.png,dense_tabular_rows,"The document presents a fixed structure with multiple distinct fields for a single entity, but the structure strongly suggests a record type like a manifest or census entry."
dense_tabular_rows,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-05-09 024012.png,dense_tabular_rows,"The document presents structured passenger list data with multiple distinct fields for one individual, but the context suggests a manifest structure."
dense_tabular_rows,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-05-09 024211.png,dense_tabular_rows,"The image displays structured, repeated rows of data, characteristic of a census or manifest page."
dense_tabular_rows,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-05-09 024806.png,dense_tabular_rows,"The image displays multiple rows of structured data, characteristic of a census or manifest, with repeated column structures."
dense_tabular_rows,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-05-09 025100.png,dense_tabular_rows,"The document presents data in a fixed, repeating column structure typical of a manifest or census record."
dense_tabular_rows,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-05-09 025324.png,dense_tabular_rows,"The document consists of many repeated rows, each detailing information for a different individual in a fixed column layout."
dense_tabular_rows,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-05-09 025537.png,dense_tabular_rows,"The image displays numerous repeated rows of data, characteristic of a census or manifest, indicating dense tabular rows."
dense_tabular_rows,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-05-09 111218.png,dense_tabular_rows,"The document consists of many repeated rows, each detailing a different person and their associated information in a fixed layout."
dense_tabular_rows,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-05-09 112014.png,dense_tabular_rows,"The document consists of many repeated rows, each detailing a different entry, characteristic of a passenger manifest."
dense_tabular_rows,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-05-09 112524.png,dense_tabular_rows,"The image displays multiple repeating rows with structured data, characteristic of a passenger manifest."
dense_tabular_rows,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-05-09 112728.png,dense_tabular_rows,"The document consists of multiple repeated rows, each detailing a different record entry in a fixed column layout."
dense_tabular_rows,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-05-09 114327.png,dense_tabular_rows,"The image consists of multiple repeated rows, each detailing a different individual with similar fixed columns."
dense_tabular_rows,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-05-09 115059.png,dense_tabular_rows,"The document consists of many repeated rows with a fixed column structure, characteristic of a tabular record."
dense_tabular_rows,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-05-09 115319.png,dense_tabular_rows,"The image displays numerous repeated rows with a fixed set of columns, characteristic of a census page."
dense_tabular_rows,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-05-09 120509.png,dense_tabular_rows,"The image displays many repeated rows with a fixed column structure, characteristic of a census page or manifest."
dense_tabular_rows,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-05-09 120526.png,dense_tabular_rows,"The document displays structured data in a format suggesting repeated rows, characteristic of a census record."
dense_tabular_rows,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-05-10 183141.png,dense_tabular_rows,"The image displays a structured list with many repeated rows, characteristic of a passenger manifest."
dense_tabular_rows,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-05-10 184445.png,dense_tabular_rows,"The document consists of many repeated rows, each detailing a different person, characteristic of a census or manifest."
dense_tabular_rows,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-05-14 012611.png,dense_tabular_rows,"The document displays data in a fixed, repeating column structure typical of a census record."
dense_tabular_rows,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-05-21 083500.png,dense_tabular_rows,"The image displays numerous repeated rows with a fixed column structure, characteristic of a passenger manifest or census page."
dense_tabular_rows,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-05-21 083530.png,dense_tabular_rows,"The image displays numerous repeated rows with a fixed column structure, characteristic of a census page or manifest."
dense_tabular_rows,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-05-26 235519.png,dense_tabular_rows,"The image displays a structured layout with multiple repeating columns, characteristic of a census page or manifest."
dense_tabular_rows,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-05-27 000109.png,dense_tabular_rows,"The image displays multiple repeating rows with a fixed column structure, characteristic of a passenger manifest."
dense_tabular_rows,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-05-27 004133.png,dense_tabular_rows,"The image displays numerous repeating rows with a fixed column structure, characteristic of a passenger manifest."
dense_tabular_rows,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-05-27 194538.png,dense_tabular_rows,"The image displays numerous repeating rows with a fixed column structure, characteristic of a passenger manifest or census page."
dense_tabular_rows,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-05-27 194612.png,dense_tabular_rows,"The image displays numerous repeated rows with a fixed column structure, characteristic of a census page or passenger manifest."
dense_tabular_rows,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-05-27 194710.png,dense_tabular_rows,"The document presents structured, repeated fields for a single individual, fitting the structure of a census record."
dense_tabular_rows,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-05-27 194723.png,dense_tabular_rows,"The document displays multiple repeated rows of structured personal information, characteristic of a census record."
dense_tabular_rows,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-05-27 205522.png,dense_tabular_rows,"The image displays data structured in repeating columns, characteristic of a manifest or census page."
dense_tabular_rows,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-05-27 205751.png,dense_tabular_rows,"The image consists of many repeated rows, each detailing information for a different passenger, characteristic of a passenger manifest."
dense_tabular_rows,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-05-27 210122.png,dense_tabular_rows,"The image displays numerous repeating rows with a fixed column structure, characteristic of a census or manifest."
dense_tabular_rows,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-05-27 213157.png,dense_tabular_rows,"The document displays multiple repeated rows of structured data, characteristic of a census page or manifest."
dense_tabular_rows,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-05-27 213314.png,dense_tabular_rows,"The image displays a structured form with many repeated rows, characteristic of a passenger manifest or similar tabular record."
dense_tabular_rows,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-05-27 213853.png,dense_tabular_rows,"The image displays multiple rows of data structured in a fixed column layout, characteristic of a manifest or register."
dense_tabular_rows,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-05-27 215849.png,dense_tabular_rows,"The document consists of many repeated rows with a fixed column structure, characteristic of a passenger manifest or census page."
dense_tabular_rows,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-05-27 215937.png,dense_tabular_rows,"The document consists of many repeated rows with a fixed column layout, characteristic of a passenger manifest or census page."
dense_tabular_rows,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-05-27 220201.png,dense_tabular_rows,"The image displays numerous repeated rows of data structured in a fixed column layout, characteristic of a passenger manifest."
dense_tabular_rows,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-05-27 220255.png,dense_tabular_rows,"The image displays numerous repeating rows with a fixed column structure, characteristic of a passenger manifest."
dense_tabular_rows,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-05-28 004500.png,dense_tabular_rows,"The document consists of multiple repeated rows sharing the same column structure, characteristic of a manifest or census page."
dense_tabular_rows,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-05-28 010648.png,dense_tabular_rows,The image displays a structured passenger manifest with many repeated rows of data for different individuals.
dense_tabular_rows,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-05-28 010747.png,dense_tabular_rows,"The image displays multiple rows of repeated, similar data entries in a fixed column layout, characteristic of a manifest or census page."
dense_tabular_rows,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-05-28 010803.png,dense_tabular_rows,"The image displays multiple rows with repeated, structured data entries, characteristic of a passenger manifest or census page."
dense_tabular_rows,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-05-28 011627.png,dense_tabular_rows,"The image displays numerous repeated rows with a fixed column structure, characteristic of a passenger manifest or census page."
dense_tabular_rows,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-05-28 211935.png,dense_tabular_rows,"The image displays multiple entries arranged in a columnar format, characteristic of a passenger manifest or census page."
dense_tabular_rows,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-05-28 212047.png,dense_tabular_rows,"The document consists of many repeated rows with a fixed column structure, characteristic of a manifest or census page."
dense_tabular_rows,J:\Genealogy\genealogy_pipeline\data\working\Screenshot 2026-05-28 212546.png,dense_tabular_rows,The document is a passenger manifest with multiple rows of similar data structured in fixed columns.
